Item,Open,Close,Volume
0,0.997789897,0.994189299,0.262982572
1,1,1,0.211948793
2,0.993799847,0.999965841,0.188554893
3,0.993258147,0.994837642,0.113120714
4,0.993443903,0.99503313,0.267113321
5,0.992601955,0.994167562,0.563359245
6,0.983003027,0.989250378,0.324713349
7,0.983897572,0.98483566,0.350345466
8,0.983956367,0.985263824,0.334934595
9,0.980313042,0.984931851,0.35363732
10,0.975057009,0.977905052,0.326146715
11,0.967188453,0.977833704,0.348303661
12,0.965492164,0.969475908,0.283867645
13,0.965371475,0.966649707,0.291833216
14,0.967383504,0.967716898,0.292025263
15,0.965142416,0.970803724,0.30367813
16,0.960372312,0.96196823,0.292877252
17,0.955509405,0.960519455,0.322494337
18,0.950528833,0.954451235,0.318859417
19,0.967999492,0.960863849,0.285281807
20,0.969030218,0.969274285,0.152095709
21,0.968507108,0.973198732,0.264710992
22,0.965213605,0.96913159,0.40110776
23,0.959824415,0.966997131,0.3064759
24,0.957957862,0.959753183,0.281618953
25,0.957054021,0.957659095,0.324722951
26,0.958963877,0.959185428,0.352162052
27,0.962922942,0.962821377,0.313331966
28,0.959969891,0.963395342,0.299942822
29,0.956877561,0.962908252,0.291122644
30,0.951562733,0.955515321,0.285921671
31,0.949529015,0.95471186,0.306279489
32,0.951107714,0.954029357,0.302502281
33,0.94833732,0.952530897,0.264923989
34,0.948622076,0.954414046,0.305395201
35,0.950408144,0.951963142,0.361742561
36,0.946718417,0.949357196,0.389113574
37,0.948482797,0.948687115,0.391552566
38,0.94791321,0.949819443,0.361935481
39,0.939171722,0.946295137,0.343023251
40,0.937989247,0.937189777,0.361274666
41,0.935772947,0.940047032,0.329565145
42,0.934426405,0.936981868,0.313319745
43,0.933414269,0.937766772,0.307322651
44,0.924499419,0.932533143,0.294153489
45,0.928046768,0.928729655,0.322282213
46,0.921617556,0.926939591,0.296117602
47,0.926793104,0.924293275,0.307554853
48,0.922382118,0.927622094,0.285533213
49,0.922493587,0.92125606,0.284893349
50,0.923710069,0.924901324,0.27194504
51,0.920277211,0.922338778,0.281251446
52,0.915302911,0.924197084,0.29156697
53,0.912888462,0.915035827,0.22315297
54,0.912040317,0.916314033,0.312493071
55,0.898259461,0.906343029,0.280787042
56,0.895953382,0.900532328,0.237975479
57,0.89883207,0.892360779,0.292938357
58,0.906208501,0.906547832,0.256597021
59,0.89826256,0.910649134,0.26102195
60,0.887991872,0.897811558,0.305787151
61,0.900187907,0.890670012,0.341479894
62,0.918423052,0.907000764,0.310535941
63,0.913278488,0.918321246,0.283437286
64,0.918974048,0.913683244,0.283091602
65,0.919054532,0.918594292,0.268565019
66,0.913674713,0.920843498,0.289657851
67,0.924223883,0.915175494,0.337607535
68,0.918364257,0.922987197,0.27811061
69,0.926078042,0.923077177,0.531974458
70,0.926678613,0.927643831,0.283758528
71,0.923936029,0.927625199,0.299842434
72,0.92213137,0.927305648,0.320469991
73,0.922360429,0.92490443,0.373090773
74,0.927251222,0.927829927,0.307220518
75,0.926282389,0.928506294,0.330947008
76,0.917717285,0.925825819,0.342791922
77,0.914498069,0.919143339,0.383228217
78,0.919890283,0.918845526,0.349368647
79,0.91738303,0.918932401,0.280004016
80,0.911275755,0.918091675,0.33957514
81,0.900153824,0.906234492,0.276074043
82,0.89530641,0.896458975,0.299078613
83,0.903998398,0.902722607,0.262560069
84,0.895727421,0.902139401,0.277202753
85,0.880531933,0.890772338,0.27032661
86,0.890393928,0.88494611,0.308405096
87,0.882209631,0.887806471,0.24939178
88,0.895944086,0.878105483,0.343643038
89,0.902094664,0.901633678,0.252296922
90,0.899339763,0.902092821,0.262799255
91,0.898401839,0.894672017,0.267610023
92,0.896690057,0.901850828,0.280405568
93,0.881602939,0.891001909,0.305307908
94,0.875864002,0.878257495,0.352433537
95,0.890706569,0.876085848,0.37639834
96,0.886549429,0.902679207,0.336336536
97,0.894705914,0.889146708,0.248870635
98,0.901961582,0.900299651,0.29243118
99,0.891344245,0.906330683,0.358401823
100,0.879717796,0.889543818,0.392043158
101,0.880500949,0.888858211,0.362580583
102,0.891920028,0.877370189,0.393961879
103,0.906106328,0.90445685,0.338174946
104,0.917379932,0.911130014,0.415660531
105,0.928492492,0.919450469,0.403538023
106,0.925842786,0.929626202,0.317195595
107,0.931046221,0.932042947,0.279605082
108,0.927573158,0.933560039,0.284308479
109,0.928504886,0.926675861,0.318150591
110,0.923090983,0.931605542,0.299269786
111,0.921843516,0.9272343,0.28920305
112,0.917878254,0.920893109,0.262147169
113,0.924790371,0.918280952,0.284550283
114,0.91693111,0.924020304,0.28771207
115,0.925050414,0.920703832,0.277675013
116,0.927226434,0.926790684,0.287194417
117,0.928981594,0.929973701,0.250908075
118,0.924511812,0.929809268,0.259636595
119,0.923354125,0.925509373,0.275319823
120,0.920159621,0.923387412,0.275286651
121,0.912798682,0.919217793,0.264284997
122,0.917209668,0.918076148,0.25349023
123,0.918596414,0.922562138,0.212432402
124,0.916686559,0.924240559,0.17136148
125,0.912532442,0.917164075,0.279878312
126,0.914621856,0.914471254,0.306627792
127,0.90271375,0.907469222,0.473134856
128,0.898603011,0.902244833,0.272552606
129,0.90058723,0.898788845,0.303560283
130,0.906688308,0.899905647,0.312282693
131,0.908434097,0.908582994,0.273716234
132,0.908833419,0.910168254,0.436420774
133,0.907870783,0.91132232,0.3409055
134,0.898878547,0.902722607,0.286953485
135,0.894594446,0.90002047,0.300024006
136,0.88934461,0.891309039,0.24524881
137,0.888437671,0.890474524,0.255042316
138,0.888258112,0.891920194,0.267916425
139,0.887171613,0.888259478,0.264801777
140,0.893529637,0.890083625,0.309696173
141,0.888131226,0.890396965,0.280085199
142,0.877928704,0.886242948,0.281048924
143,0.870388206,0.876982395,0.296426623
144,0.867162793,0.871602888,0.309731964
145,0.849998579,0.864504741,0.332568057
146,0.8465596,0.846256681,0.344211321
147,0.851085078,0.848617605,0.347459528
148,0.857520487,0.860034278,0.285722641
149,0.858545092,0.858222477,0.322932552
150,0.870858717,0.864231695,0.359714723
151,0.871595393,0.871575015,0.251992266
152,0.872923344,0.870389895,0.339686877
153,0.878916128,0.880947211,0.27862739
154,0.878284649,0.883457042,0.280913618
